#TYPE System.Data.DataRow
"ProductModelID","ProductDescriptionID","Culture","rowguid","ModifiedDate"
"43","1674","th    ","93b67b8f-d6f1-434a-9a94-b530889f23e2","6/1/2007 12:00:00 AM"
"43","1805","he    ","cce0d893-6d13-420b-979b-2850f078ae8f","6/1/2007 12:00:00 AM"
"43","1926","zh-cht","b366d45e-0914-41da-8537-545e65aeeebe","6/1/2007 12:00:00 AM"
"44","692","en    ","1eb405b7-4a33-4aec-a1d4-3eeb9826bd71","6/1/2007 12:00:00 AM"
"44","1408","ar    ","a704861e-7f61-4b8e-8104-1c3e2d7209ed","6/1/2007 12:00:00 AM"
"44","1524","fr    ","22269fd7-4f7a-4c1a-bed0-979e11ca1a15","6/1/2007 12:00:00 AM"
"44","1647","th    ","f11bfba8-47f7-4585-9739-889055d275ee","6/1/2007 12:00:00 AM"
"44","1777","he    ","ca239bc0-3c69-44cf-8ba6-6fb065b06f3f","6/1/2007 12:00:00 AM"
"44","1897","zh-cht","f7084f4a-9c83-4f3d-ac94-ce06634c78c7","6/1/2007 12:00:00 AM"
"45","687","en    ","3f9cd117-d6e7-4299-946c-5fd239bb03cf","6/1/2007 12:00:00 AM"
"45","1403","ar    ","3e661f11-6406-4f84-a5fe-3be83e34b887","6/1/2007 12:00:00 AM"
"45","1519","fr    ","2b0a905f-2209-4c18-9c5c-e9a538488095","6/1/2007 12:00:00 AM"
"45","1642","th    ","c07515ef-9092-4bdd-ba2a-a49ab7fd98d3","6/1/2007 12:00:00 AM"
"45","1772","he    ","6f2f7917-4738-4d2e-88f5-d27e2d16de06","6/1/2007 12:00:00 AM"
"45","1892","zh-cht","f262e11c-d2d3-4b93-a806-7b22551083f5","6/1/2007 12:00:00 AM"
"46","688","en    ","6deb6730-36cc-47b2-9eb9-8b8eea527801","6/1/2007 12:00:00 AM"
"46","1404","ar    ","de98728a-6998-4f69-b984-8381f4e36d22","6/1/2007 12:00:00 AM"
"46","1520","fr    ","36833117-2ca8-4c9c-afb0-e446e9355daa","6/1/2007 12:00:00 AM"
"46","1643","th    ","461f0481-5c55-42bd-8506-686da930c9cb","6/1/2007 12:00:00 AM"
"46","1773","he    ","f77ef973-af16-40b1-b46c-59f8471b47a8","6/1/2007 12:00:00 AM"
"46","1893","zh-cht","034d429f-895e-46a7-abc1-d5acbe9cbf5b","6/1/2007 12:00:00 AM"
"47","703","en    ","1595321f-f565-4113-b35f-e644d21dd0bd","6/1/2007 12:00:00 AM"
"47","1415","ar    ","b9cc6728-18ef-4895-91c0-73d36437880f","6/1/2007 12:00:00 AM"
"47","1531","fr    ","574afee9-6361-45c0-9aba-693c6eb0bb4a","6/1/2007 12:00:00 AM"
"47","1654","th    ","642ceff1-bee8-418e-afe2-34cb82e76fa4","6/1/2007 12:00:00 AM"
"47","1784","he    ","e9926e65-fe9c-44e4-bba4-f04ad957ba7d","6/1/2007 12:00:00 AM"
"47","1905","zh-cht","de749e68-fd84-4fb5-ac34-24128ab25243","6/1/2007 12:00:00 AM"
"48","704","en    ","47fb39d6-5e7c-480e-876f-7dd21daf921c","6/1/2007 12:00:00 AM"
"48","1416","ar    ","7cb452fd-4a6d-413c-9bae-739e0227127a","6/1/2007 12:00:00 AM"
"48","1532","fr    ","86d28231-10ef-4130-809c-5394c8c12c21","6/1/2007 12:00:00 AM"
"48","1655","th    ","35998ffa-71ed-4513-90fc-3669bbf58390","6/1/2007 12:00:00 AM"
"48","1785","he    ","de3480f3-0de4-4067-a815-c4530aebbed4","6/1/2007 12:00:00 AM"
"48","1906","zh-cht","12ae4a0a-6268-48c4-9265-e0fc359dc940","6/1/2007 12:00:00 AM"
"49","689","en    ","743da275-f7e2-4df6-b9e2-b9b142cf0e89","6/1/2007 12:00:00 AM"
"49","1405","ar    ","ccdf1044-a74f-4180-a0c7-fa90226bfb0b","6/1/2007 12:00:00 AM"
"49","1521","fr    ","392c712c-c062-43ee-9986-81bf8b0cfea9","6/1/2007 12:00:00 AM"
"49","1644","th    ","495eba18-8aa2-41f7-a417-424a7b8ffc2d","6/1/2007 12:00:00 AM"
"49","1774","he    ","80fd01f2-3ddf-4825-afb1-8b8806a729cc","6/1/2007 12:00:00 AM"
"49","1894","zh-cht","aab93e95-9ecc-4c6b-8c8c-a1b71d35355c","6/1/2007 12:00:00 AM"
"50","690","en    ","0bd94b6d-1394-485d-a761-5fff7f339dbd","6/1/2007 12:00:00 AM"
"50","1406","ar    ","deaa27fc-f9e6-4d82-ac5e-8cab5283d9d2","6/1/2007 12:00:00 AM"
"50","1522","fr    ","75605fd5-3b94-4570-867c-3f2ac794d5f3","6/1/2007 12:00:00 AM"
"50","1645","th    ","6148329c-8e64-4071-bb0a-08055041a433","6/1/2007 12:00:00 AM"
"50","1775","he    ","6d7ee153-502a-4957-bdf1-0c0a70d94bbd","6/1/2007 12:00:00 AM"
"50","1895","zh-cht","202fae3a-78f5-4e2b-a649-c2b8345f44b4","6/1/2007 12:00:00 AM"
"51","691","en    ","3e4fcf90-c1f6-437b-9d5f-c18454da50b7","6/1/2007 12:00:00 AM"
"51","1407","ar    ","ace5ab1d-462d-478d-9900-76050c22dce0","6/1/2007 12:00:00 AM"
"51","1523","fr    ","e0dad9ac-bb60-4057-a7e1-1397cea3431c","6/1/2007 12:00:00 AM"
"51","1646","th    ","c52c6f11-c4e5-40d1-a422-f66bdaddfcd7","6/1/2007 12:00:00 AM"
"51","1776","he    ","3bb53a68-84d7-4f42-a3ed-ad735f4bc8d5","6/1/2007 12:00:00 AM"
"51","1896","zh-cht","b9afbd78-cd11-4ab8-a06e-6cb064c071f7","6/1/2007 12:00:00 AM"
"52","697","en    ","a7ac219f-c2f4-4038-b022-1becd80a5a8a","6/1/2007 12:00:00 AM"
"52","1409","ar    ","fe76f15b-0e6d-45b3-9728-e2ce15aa45f1","6/1/2007 12:00:00 AM"
"52","1525","fr    ","8adf0232-ede9-4622-b282-8485e6b2f791","6/1/2007 12:00:00 AM"
"52","1648","th    ","ae5ab929-0e5a-494e-ae8f-1ddb3ef9c37f","6/1/2007 12:00:00 AM"
"52","1778","he    ","18d70477-ece9-4dc4-8904-dd842967d810","6/1/2007 12:00:00 AM"
"52","1898","zh-cht","aa056424-7857-4728-ad2a-20aa5265cb00","6/1/2007 12:00:00 AM"
"53","853","en    ","2592ffb1-cc08-4c84-bd3b-2364cf24aa5a","6/1/2007 12:00:00 AM"
"53","1426","ar    ","a36cddc6-0e5d-45f7-9852-c63cbe5aeba1","6/1/2007 12:00:00 AM"
"53","1542","fr    ","6ac5b23d-b0e5-4350-9446-7f16a8e7c1e1","6/1/2007 12:00:00 AM"
"53","1665","th    ","b85cf98e-b02e-45d7-bcfc-12ead2885f17","6/1/2007 12:00:00 AM"
"53","1795","he    ","10bbc606-98ef-4b02-93ae-adfd6ac4b59a","6/1/2007 12:00:00 AM"
"53","1916","zh-cht","bf64ce8b-4842-4570-90ee-bd393b22572e","6/1/2007 12:00:00 AM"
"54","698","en    ","59a7d851-5bf2-4266-a47a-0e6619f5fd5d","6/1/2007 12:00:00 AM"
"54","1410","ar    ","f0b78c8c-966e-45a0-99c9-52c957ab2d9f","6/1/2007 12:00:00 AM"
"54","1526","fr    ","939014dc-7461-4e1e-9d76-9406d7ef5995","6/1/2007 12:00:00 AM"
"54","1649","th    ","4de2cdcb-c309-49ea-a507-66dc418b62a7","6/1/2007 12:00:00 AM"
"54","1779","he    ","529ed9e9-75d2-413a-af18-18b4cef050d5","6/1/2007 12:00:00 AM"
"54","1899","zh-cht","afaaff4f-35cf-4730-842b-816542889317","6/1/2007 12:00:00 AM"
"55","699","en    ","9df28000-b31d-4bd1-9707-20ae219e66b0","6/1/2007 12:00:00 AM"
"55","1411","ar    ","1ad543b7-d3d4-4367-a5cc-9d25dc84e91f","6/1/2007 12:00:00 AM"
"55","1527","fr    ","cc648e40-cfb1-42ce-ab54-acb1ff4125b1","6/1/2007 12:00:00 AM"
"55","1650","th    ","26966676-dd7b-4ce9-8de7-79f97b8a5dc9","6/1/2007 12:00:00 AM"
"55","1780","he    ","5e1371b3-2ca6-4a44-8a04-a6a1a864984f","6/1/2007 12:00:00 AM"
"55","1900","zh-cht","5e15f721-44bd-415c-91d9-5b9c29d4b8c8","6/1/2007 12:00:00 AM"
"56","700","en    ","9d79eacc-e63c-4d31-ab5d-6e1c40f1e924","6/1/2007 12:00:00 AM"
"56","1412","ar    ","ae95a64a-26ce-4d5b-94c3-767d9f939d80","6/1/2007 12:00:00 AM"
"56","1528","fr    ","58a6f02b-83a8-4cd5-bf5b-8816cd47bb61","6/1/2007 12:00:00 AM"
"56","1651","th    ","766538bc-23df-450b-b18e-863be37d15e1","6/1/2007 12:00:00 AM"
"56","1781","he    ","0849c5e4-72c7-4624-96b6-7ffedabb18d9","6/1/2007 12:00:00 AM"
"56","1901","zh-cht","13f24f00-e058-4b07-bce8-e64899f32d8d","6/1/2007 12:00:00 AM"
"57","701","en    ","4a76e5bb-b095-4361-8a76-1fed075e7221","6/1/2007 12:00:00 AM"
"57","1413","ar    ","42a2acb5-6dc4-4a22-8b49-1bde15867327","6/1/2007 12:00:00 AM"
"57","1529","fr    ","2d6f8da8-958c-4203-85a6-4873e0107ec9","6/1/2007 12:00:00 AM"
"57","1652","th    ","311119e0-3304-4bbb-82d6-7a327f5238e9","6/1/2007 12:00:00 AM"
"57","1782","he    ","119da8a8-3f41-4a2c-ae43-97cb42753e7a","6/1/2007 12:00:00 AM"
"57","1903","zh-cht","33bbfb63-c1cd-468b-8637-47c095d555db","6/1/2007 12:00:00 AM"
"58","702","en    ","f31caefe-40ed-42f9-bdda-6d4706095fb7","6/1/2007 12:00:00 AM"
"58","1414","ar    ","781e7af0-e189-4f59-9441-6c49d8311640","6/1/2007 12:00:00 AM"
"58","1530","fr    ","656dbec2-7452-42b4-b5d9-f9a8975d1484","6/1/2007 12:00:00 AM"
"58","1653","th    ","42400057-6e70-4012-8efd-8c914aeefa64","6/1/2007 12:00:00 AM"
"58","1783","he    ","37d4e9cd-4747-4b48-b451-064e401d30b1","6/1/2007 12:00:00 AM"
"58","1904","zh-cht","c9f8dbf1-edf3-4df7-b4b3-ffc9d1e7c878","6/1/2007 12:00:00 AM"
"59","744","en    ","4326c1e1-b511-4cfe-936c-0990f3bbc44e","6/1/2007 12:00:00 AM"
"59","1417","ar    ","f3e5f656-eaed-4837-ae07-0e171356fdcd","6/1/2007 12:00:00 AM"
"59","1533","fr    ","9b00a944-5609-4d27-a4e0-2a2f00b188ee","6/1/2007 12:00:00 AM"
"59","1656","th    ","07781865-aa61-4c2c-9fd2-c5cefe4b786f","6/1/2007 12:00:00 AM"
"59","1786","he    ","fe473f80-f9e9-43cf-8f4f-90befa4f8fa9","6/1/2007 12:00:00 AM"
"59","1907","zh-cht","d624b194-d0f4-4eab-9c84-5cabbff42690","6/1/2007 12:00:00 AM"
"60","745","en    ","628e30a1-b1a6-4081-91e7-ce4bec19f7ff","6/1/2007 12:00:00 AM"
"60","1418","ar    ","7eae3819-8e9e-4945-9810-86cc7b8aee47","6/1/2007 12:00:00 AM"
"60","1534","fr    ","9c8d16a5-c137-469d-889e-62c3797cc6b9","6/1/2007 12:00:00 AM"
"60","1657","th    ","a6ffb25e-889d-4841-b229-e2d9f3a2d247","6/1/2007 12:00:00 AM"
"60","1787","he    ","0e802b1b-e2a7-4234-85fc-202e15faac7e","6/1/2007 12:00:00 AM"
"60","1908","zh-cht","31d12b99-58be-4166-b1af-b06152f5498c","6/1/2007 12:00:00 AM"
"61","746","en    ","20f4b00f-2bb9-4de5-a7ab-c311bff21373","6/1/2007 12:00:00 AM"
"61","1419","ar    ","ea243e2d-0a05-4624-bd2d-eabd5a944190","6/1/2007 12:00:00 AM"
"61","1535","fr    ","cf44e1eb-a293-4b77-a7db-6f0f823696ac","6/1/2007 12:00:00 AM"
"61","1658","th    ","53b5285b-7b02-4026-9716-34a29aea32d7","6/1/2007 12:00:00 AM"
"61","1788","he    ","9304730a-9bd6-4453-9c9a-3f0e7e821f58","6/1/2007 12:00:00 AM"
"61","1909","zh-cht","e3c98138-fac3-41c6-bf8c-39924e1f4f27","6/1/2007 12:00:00 AM"
"62","847","en    ","289c6cfe-22ea-4f15-84cd-360a935298a9","6/1/2007 12:00:00 AM"
"62","1420","ar    ","f1e1163a-59f4-42a9-be8a-8d7e5dca9f38","6/1/2007 12:00:00 AM"
"62","1536","fr    ","38a259c6-e53e-41d2-a6f3-dedd0b93c4a7","6/1/2007 12:00:00 AM"
"62","1659","th    ","f1eb24cb-afa2-4ab5-a3dd-7b951d03b0e4","6/1/2007 12:00:00 AM"
"62","1789","he    ","d08e606e-9e35-407b-bb92-354c17b38c51","6/1/2007 12:00:00 AM"
"62","1910","zh-cht","88cf493f-c5fc-44e9-921a-b96983fe5d0b","6/1/2007 12:00:00 AM"
"63","848","en    ","9e7855e4-3c99-460a-bba5-9b45486b8fbe","6/1/2007 12:00:00 AM"
"63","1421","ar    ","a96f5220-64c7-43ee-8d0e-e92a1ecab24a","6/1/2007 12:00:00 AM"
"63","1537","fr    ","62ebf8f0-bc2c-4726-bca0-2c7f4aee336b","6/1/2007 12:00:00 AM"
"63","1660","th    ","193f955a-85af-4afb-b678-90221726456a","6/1/2007 12:00:00 AM"
"63","1790","he    ","3ff82328-cf13-43df-9539-ad5c24d81960","6/1/2007 12:00:00 AM"
"63","1911","zh-cht","a340baf9-ad7e-4332-a519-1f6b87b21ca8","6/1/2007 12:00:00 AM"
"64","849","en    ","55cefb1f-b9f5-47fc-b44d-7c0ab8167408","6/1/2007 12:00:00 AM"
"64","1422","ar    ","894d66e0-66f2-4b5a-8d97-fb7f5236fb5a","6/1/2007 12:00:00 AM"
"64","1538","fr    ","0b2c473f-5184-4aac-b4b8-6d26d633a9b3","6/1/2007 12:00:00 AM"
"64","1661","th    ","fdc7a9d0-2aad-4b44-987e-dd34bffa403d","6/1/2007 12:00:00 AM"
"64","1791","he    ","fad8014d-32c2-4cd9-ba68-21509e1f275b","6/1/2007 12:00:00 AM"
"64","1912","zh-cht","8e0962d6-8dec-4d1d-9d14-f0ebd6c10ad1","6/1/2007 12:00:00 AM"
"65","892","en    ","ca1c7e88-0281-45db-9814-7e46edc6b63a","6/1/2007 12:00:00 AM"
"65","1437","ar    ","b0939a35-c508-46fc-92a6-8b7b6916ac96","6/1/2007 12:00:00 AM"
"65","1559","fr    ","5b9690c4-f998-4044-8ea5-63126b44b208","6/1/2007 12:00:00 AM"
"65","1682","th    ","1dd08fac-bad5-46db-873a-1dca9157ddd5","6/1/2007 12:00:00 AM"
"65","1813","he    ","bc6d2069-b626-44fc-9e70-4f48d8388203","6/1/2007 12:00:00 AM"
"65","1934","zh-cht","f179d258-0a9c-4180-a73d-ac933e27d4b8","6/1/2007 12:00:00 AM"
"66","891","en    ","2253fa6c-c07a-4075-919f-83b7ece2e724","6/1/2007 12:00:00 AM"
"66","1436","ar    ","de634a05-034b-4b56-aa10-8b24b0977005","6/1/2007 12:00:00 AM"
"66","1558","fr    ","a0365c0d-eb1f-4e52-87f4-dddfcfe9a522","6/1/2007 12:00:00 AM"
"66","1681","th    ","11741ac2-72dd-4982-9a86-bedd7c77744d","6/1/2007 12:00:00 AM"
"66","1812","he    ","6b7be244-8f0f-4648-8090-9b7d88cea68a","6/1/2007 12:00:00 AM"
"66","1933","zh-cht","3e692c83-93cf-4f0c-a3bf-8a2517c0a527","6/1/2007 12:00:00 AM"
"67","893","en    ","ef4618de-ea57-4b24-82eb-f8b4b5b097ce","6/1/2007 12:00:00 AM"
"67","1438","ar    ","ab6675ae-b939-4a7e-8b3c-1bdd6601c665","6/1/2007 12:00:00 AM"
"67","1560","fr    ","6da141fd-8491-4d70-933a-4e23c2f3fb80","6/1/2007 12:00:00 AM"
"67","1683","th    ","f84abeeb-debc-409a-bbf8-1f6840501cd1","6/1/2007 12:00:00 AM"
"67","1814","he    ","a3fccf45-4d6e-4d3f-a949-7a9d6a0335a6","6/1/2007 12:00:00 AM"
"67","1935","zh-cht","3371047c-1136-4db8-b178-c0102b8a6eef","6/1/2007 12:00:00 AM"
"68","850","en    ","40b7b7ef-0816-4bd2-a9a8-d7533d635d16","6/1/2007 12:00:00 AM"
"68","1423","ar    ","b9d5d96e-2aba-4ddf-ab1f-9ec4b8c37c62","6/1/2007 12:00:00 AM"
"68","1539","fr    ","fc8b1447-084c-423b-9dea-2d9783d4f9ea","6/1/2007 12:00:00 AM"
"68","1662","th    ","ce54c1b1-e010-4584-8696-71007dca8f4c","6/1/2007 12:00:00 AM"
"68","1792","he    ","2a51395b-fcd6-4f36-abcf-f2ed378cc900","6/1/2007 12:00:00 AM"
"68","1913","zh-cht","076f6b30-9dc8-48a9-b24d-f70227a66c3b","6/1/2007 12:00:00 AM"
"69","851","en    ","a2eba1d8-d7af-4cf2-9a8c-8cc3f8446f9e","6/1/2007 12:00:00 AM"
"69","1424","ar    ","050828c0-c4b6-4ed0-bc8e-bb32984f70e1","6/1/2007 12:00:00 AM"
"69","1540","fr    ","f235206b-1de4-4efa-9c76-dbb723789430","6/1/2007 12:00:00 AM"
"69","1663","th    ","dbf0fbdc-261f-416f-b241-f27762a5b01f","6/1/2007 12:00:00 AM"
"69","1793","he    ","5da8e92d-7c7c-4dd5-bfe8-33df2ab65edc","6/1/2007 12:00:00 AM"
"69","1914","zh-cht","96c48f22-7159-47a1-b020-0f12d913cec2","6/1/2007 12:00:00 AM"
"70","852","en    ","e10f7083-95b9-48df-b50b-774665a8995f","6/1/2007 12:00:00 AM"
"70","1425","ar    ","705eee86-c714-402d-bc29-f1638bed4422","6/1/2007 12:00:00 AM"
"70","1541","fr    ","b9ff2313-0b35-4ea2-b994-d52081559d2d","6/1/2007 12:00:00 AM"
"70","1664","th    ","4addddfb-50cf-438b-bd4e-3339ca00a879","6/1/2007 12:00:00 AM"
"70","1794","he    ","5c6c6198-be84-4d84-8df6-325ff0691371","6/1/2007 12:00:00 AM"
"70","1915","zh-cht","5abd8047-6b4b-48c9-8bb9-871801c66381","6/1/2007 12:00:00 AM"
"71","856","en    ","045825a6-5f9d-404b-8eac-8b689dc2bcfe","6/1/2007 12:00:00 AM"
"71","1427","ar    ","5d8b54d6-8d58-41ff-b4fe-cc84bc786645","6/1/2007 12:00:00 AM"
"71","1543","fr    ","3a33a09a-4b81-4e24-b026-09fe2f7f25d7","6/1/2007 12:00:00 AM"
"71","1666","th    ","b987cb27-5c00-4ec1-9c09-6458bdb62354","6/1/2007 12:00:00 AM"
"71","1796","he    ","e343dec8-97df-44f6-88b0-c9094148964a","6/1/2007 12:00:00 AM"
"71","1918","zh-cht","cccb9d57-8dc3-48f9-b529-6d1993716b49","6/1/2007 12:00:00 AM"
"72","858","en    ","e187f52f-a6e3-4baf-9728-96c7535081a5","6/1/2007 12:00:00 AM"
"72","1429","ar    ","83c31195-984d-4d6f-b5fa-8bb8c57a7f02","6/1/2007 12:00:00 AM"
"72","1544","fr    ","77117a9f-3529-4e90-965a-17f306a5a6c7","6/1/2007 12:00:00 AM"
"72","1667","th    ","fa9f34d1-791a-4328-a22e-240b79285b80","6/1/2007 12:00:00 AM"
"72","1797","he    ","abc17abf-7243-404e-906f-47c1f3cca18c","6/1/2007 12:00:00 AM"
"72","1919","zh-cht","35192806-ffd4-4f69-ac2b-0c58dfae5ca2","6/1/2007 12:00:00 AM"
"73","867","en    ","539668e9-97e1-4eaf-98c9-3a883fdc2c86","6/1/2007 12:00:00 AM"
"73","1430","ar    ","e82eb968-d39c-46da-887a-c79758a47174","6/1/2007 12:00:00 AM"
"73","1545","fr    ","55cb3806-d995-4bd8-98d5-224e01b5e89e","6/1/2007 12:00:00 AM"
"73","1668","th    ","080a44b7-2a1b-43ec-a27d-a4241b9a972c","6/1/2007 12:00:00 AM"
"73","1799","he    ","85efff9d-9b88-47e5-b831-fe929a7c2918","6/1/2007 12:00:00 AM"
"73","1920","zh-cht","a17f5f97-178c-4261-97a0-ce42dbb2f9ba","6/1/2007 12:00:00 AM"
"74","868","en    ","1d9e860f-717f-41a3-9fc6-944240d747d6","6/1/2007 12:00:00 AM"
"74","1380","ar    ","8db2ea61-4b7f-4f6b-9670-3126b8c9f32e","6/1/2007 12:00:00 AM"
"74","1546","fr    ","1270d535-3074-4e86-8066-059e575e9c61","6/1/2007 12:00:00 AM"
"74","1669","th    ","942e0c67-3c5d-4ace-9f53-7bb82de2d109","6/1/2007 12:00:00 AM"
"74","1800","he    ","16a32703-b8fa-4df6-a2e2-82d15e32d0e0","6/1/2007 12:00:00 AM"
"74","1921","zh-cht","7b8c3033-a86f-4fc7-a235-5178abcb5a0e","6/1/2007 12:00:00 AM"
"75","869","en    ","b9c5d35d-b3a2-4940-83e7-a91343f80ccd","6/1/2007 12:00:00 AM"
"75","1381","ar    ","cdf7fc5f-ecf3-4a9c-910d-a3dabc805fd4","6/1/2007 12:00:00 AM"
"75","1547","fr    ","2e80f07c-2f9c-4e4b-9d37-d04cac588008","6/1/2007 12:00:00 AM"
"75","1670","th    ","51a3eb64-1de3-4cf6-bb37-8804e5cc83ca","6/1/2007 12:00:00 AM"
"75","1801","he    ","e7c06f3f-4713-4df5-9456-5aa024a04f6d","6/1/2007 12:00:00 AM"
"75","1922","zh-cht","1366638f-4422-409b-8868-4a029cad4d69","6/1/2007 12:00:00 AM"
"76","870","en    ","f4023545-83e7-4cc5-8c5b-5279537e25c3","6/1/2007 12:00:00 AM"
"76","1382","ar    ","a1171e59-e086-4e69-9b82-0c523af205b0","6/1/2007 12:00:00 AM"
"76","1548","fr    ","c64ebc35-9f5d-4208-8390-ef90b706e71c","6/1/2007 12:00:00 AM"
"76","1671","th    ","036126d9-cb36-410a-8344-f50a5c133ef8","6/1/2007 12:00:00 AM"
"76","1802","he    ","36b5ec26-399a-42d4-9e59-4442d637a191","6/1/2007 12:00:00 AM"
"76","1923","zh-cht","89f07130-2a4c-477a-b7e7-ec746dee5856","6/1/2007 12:00:00 AM"
"77","871","en    ","951091be-eed9-4ecc-a1f8-5f891dd70184","6/1/2007 12:00:00 AM"
"77","1383","ar    ","f7153eb2-3e6e-40e4-97a8-56c80d84704f","6/1/2007 12:00:00 AM"
"77","1549","fr    ","441de1cb-90d8-4c4f-8bdb-8a063757790d","6/1/2007 12:00:00 AM"
"77","1672","th    ","7edd0259-6f61-428f-a61b-8bcfc82af0e7","6/1/2007 12:00:00 AM"
"77","1803","he    ","e8f43aeb-a25f-4d7c-a6dc-8f5e9e23b4a5","6/1/2007 12:00:00 AM"
"77","1924","zh-cht","3a6fe49c-dfcc-43de-bac7-9ca5b2e52575","6/1/2007 12:00:00 AM"
"78","872","en    ","96b17c9c-6199-450a-89b5-d0c2041d9434","6/1/2007 12:00:00 AM"
"78","1384","ar    ","dea78314-34a3-4adb-97ce-417bdb4b3197","6/1/2007 12:00:00 AM"
"78","1550","fr    ","39bf939b-53a6-435e-9d0f-54166efe01b1","6/1/2007 12:00:00 AM"
"78","1673","th    ","e6f8dc32-982b-468e-9cc1-5f6ec803cee1","6/1/2007 12:00:00 AM"
"78","1804","he    ","1f75c96c-5ca0-4f68-8063-cc59bf5a9340","6/1/2007 12:00:00 AM"
"78","1925","zh-cht","54b0df04-7045-4f7b-b6b8-32a87fa5e6a0","6/1/2007 12:00:00 AM"
"79","885","en    ","0ba1018c-e486-4b20-bc82-444e77ea1d74","6/1/2007 12:00:00 AM"
"79","1386","ar    ","3438b7bd-02bf-40eb-9789-b33d968e9286","6/1/2007 12:00:00 AM"
"79","1552","fr    ","3aae19a7-92ee-4c76-8bde-d70a6f5e25fb","6/1/2007 12:00:00 AM"
"79","1675","th    ","9d1fedca-8538-450d-8a7e-93ed0601b6d9","6/1/2007 12:00:00 AM"
"79","1806","he    ","c97feec0-4b78-4a32-a984-ee8637f21284","6/1/2007 12:00:00 AM"
"79","1927","zh-cht","e660faa2-9577-4e29-b63a-a91742e5590e","6/1/2007 12:00:00 AM"
"80","886","en    ","1c5756e7-04af-48c5-bc6c-d432a247d8eb","6/1/2007 12:00:00 AM"
"80","1431","ar    ","09601b52-b89e-407d-a07f-1b08c23b296b","6/1/2007 12:00:00 AM"
"80","1553","fr    ","aea474d1-ae26-46ff-b15e-afa2e4447b4a","6/1/2007 12:00:00 AM"
"80","1676","th    ","55298e71-bae5-4b1c-bf76-edc1a9e25810","6/1/2007 12:00:00 AM"
"80","1807","he    ","851ca7fb-603e-425b-9a00-9156d22df281","6/1/2007 12:00:00 AM"
"80","1928","zh-cht","77449d80-0c19-4544-8a73-a92d7abc0122","6/1/2007 12:00:00 AM"
"81","887","en    ","44b4a38f-cd96-4093-9ead-4b14381d069b","6/1/2007 12:00:00 AM"
"81","1432","ar    ","4ba2292e-5d33-4106-8032-aa6b5ef78d28","6/1/2007 12:00:00 AM"
"81","1554","fr    ","821eb1f5-b6d4-4749-94c8-f901eb0b3b42","6/1/2007 12:00:00 AM"
"81","1677","th    ","0ff9bc2f-decf-455c-8942-5e95734724dd","6/1/2007 12:00:00 AM"
"81","1808","he    ","24a035ca-e1eb-4403-ae79-b01e7d9bae94","6/1/2007 12:00:00 AM"
"81","1929","zh-cht","71af8cbb-c0c0-48a7-b70e-19e3ad656c3f","6/1/2007 12:00:00 AM"
"82","888","en    ","ea6ac352-30dd-407d-840c-f1bf9d17f496","6/1/2007 12:00:00 AM"
"82","1433","ar    ","88fdaa32-afb1-44eb-9cf2-c5c2097cbb6e","6/1/2007 12:00:00 AM"
"82","1555","fr    ","a377ce32-be45-443d-9707-828350b6165d","6/1/2007 12:00:00 AM"
"82","1678","th    ","b9fa58db-668a-43f7-98ee-0cb4f2137245","6/1/2007 12:00:00 AM"
"82","1809","he    ","82129bda-3d3c-48af-a3e8-855fec347d78","6/1/2007 12:00:00 AM"
"82","1930","zh-cht","c45e4326-0de2-486b-a882-5436b6092e43","6/1/2007 12:00:00 AM"
"83","889","en    ","39208a45-e2ad-4a76-9d3b-587fbe78b133","6/1/2007 12:00:00 AM"
"83","1434","ar    ","b0193a89-1392-4b4a-8f32-2135b058d83b","6/1/2007 12:00:00 AM"
"83","1556","fr    ","1c4d8b7b-c85b-4c05-8338-a8610a149efb","6/1/2007 12:00:00 AM"
"83","1679","th    ","5c065109-1da2-4b1e-bd71-eea3edc2c967","6/1/2007 12:00:00 AM"
"83","1810","he    ","282c6664-cc8f-46a7-8938-4b3a1f6ab6dd","6/1/2007 12:00:00 AM"
"83","1931","zh-cht","3f2368c1-275d-485f-aa82-8df727359dc8","6/1/2007 12:00:00 AM"
"84","890","en    ","51613460-f62a-44f9-8a51-a00a7acd8196","6/1/2007 12:00:00 AM"
"84","1435","ar    ","5ee299e2-bba2-491c-8693-3f66b6b0b478","6/1/2007 12:00:00 AM"
"84","1557","fr    ","57b19ef0-a0f6-42c0-b7d5-422309f948b7","6/1/2007 12:00:00 AM"
"84","1680","th    ","88e827af-d029-453c-bb02-a8bf3dc1ad2b","6/1/2007 12:00:00 AM"
"84","1811","he    ","d977b28e-106d-48a8-876b-05e3745d2c9d","6/1/2007 12:00:00 AM"
"84","1932","zh-cht","d6c5ec9b-0d77-4741-aecb-7f220eea241f","6/1/2007 12:00:00 AM"
"85","903","en    ","d311b86a-73d9-4eef-865e-d17d4f2989db","6/1/2007 12:00:00 AM"
"85","1439","ar    ","305b8d99-3ca4-4594-b6c5-0e51f9734a6f","6/1/2007 12:00:00 AM"
"85","1561","fr    ","7d4aa52c-b24e-4d67-a098-1cd3f0abbc43","6/1/2007 12:00:00 AM"
"85","1684","th    ","ff897a53-844d-4bad-b8f9-48891e558c2c","6/1/2007 12:00:00 AM"
"85","1815","he    ","6ebb2094-8986-440e-a3e5-c2cce30cd585","6/1/2007 12:00:00 AM"
