#TYPE System.Data.DataRow
"ProductDescriptionID","Description","rowguid","ModifiedDate"
"1400","??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.","42005f6e-8be7-46b0-817e-7afcb24dbacb","6/1/2007 12:00:00 AM"
"1401","????? ???? ML ??? ?????? ????? ???? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.","11b988c5-9a89-41ce-a2a5-f7de11b99025","6/1/2007 12:00:00 AM"
"1402","???? ???????? ????? ??????? ?? ?????? ?????? ???????? ?????????.","c0f0238e-5ff9-4de8-9aa2-d395dc0134b2","6/1/2007 12:00:00 AM"
"1403","???? ???????? ????? ??????? ?? ?????? ????? ???? ????? ?????? ????? ?? ?????? ?????? ??? ?????? ???????.","a8598e59-3038-4cd7-b9ef-0dc059fad2a1","6/1/2007 12:00:00 AM"
"1404","???? ???????? ????? ??????? ?? ?????? ????? ??????.","b40f67ca-2022-404f-ae5d-c87f584372e2","6/1/2007 12:00:00 AM"
"1405","???? ???? ?????? ????? ?????? ???????? ?????????.","51a286be-6e3c-4843-811e-74d6ce0343aa","6/1/2007 12:00:00 AM"
"1406","????? ????? ????? ???? ????? ??? ???? ???? ???? ???????.","e985ec2e-65a4-473f-9942-46e79e5ca1ee","6/1/2007 12:00:00 AM"
"1407","???? ???? ????? ????? ?? ??????.","b10c4e78-e091-4e60-bc53-bb40b08cf9af","6/1/2007 12:00:00 AM"
"1408","???? ????? ??????????? ???????? ???????? ????????? ????? ????.","08cebace-523f-4fb9-937c-43c8d457520b","6/1/2007 12:00:00 AM"
"1409","???? ????? ????? ????? ??????? ??? ????? ??????? ???? ???????.","b6097a89-58c6-4bf3-bd10-9f49bb47d7d1","6/1/2007 12:00:00 AM"
"1410","????? ????? ???? ?? ????? ?????????? ?????? ??????? ??? ?????????.","63cad40c-dac6-4701-a464-68b86de8df71","6/1/2007 12:00:00 AM"
"1411","???? ????? ???? ???? ????? ????? ?????? ?????????.","303f7483-4fe6-4666-84fc-f62be59082fd","6/1/2007 12:00:00 AM"
"1412","??? ???? ???? ?????? ???? ??? ???? ?????? ?? ??????.","33c6c152-d2fe-4e06-af65-b974f175e489","6/1/2007 12:00:00 AM"
"1413","???? ????? ?????? ????? ????? ?? ?????????? ?????? ?????? ????? ?? ???? ?????? ??????? ?????? ???? ???????.","30616f67-9f49-43f4-8378-9497da98e887","6/1/2007 12:00:00 AM"
"1414","???? ???? ????? ????? ?????? ????? ?? ???? ?????? ??????? ??? ????? ?? ????? ????????? ????? ??????????.","6c3a154f-5702-4917-83ee-cd14e43b6531","6/1/2007 12:00:00 AM"
"1415","??? ???? ???? ???? ??????? ??? ?????? ?????????.","605fe916-6689-4ecd-9e08-e6a0080acdd2","6/1/2007 12:00:00 AM"
"1416","???? ????? ????? ?? ?????????? ???? ????? ????? ??? ????? ??????? ??????? ?????.","e5f2ec16-20c0-4efd-9b62-4c188a376586","6/1/2007 12:00:00 AM"
"1417","???? ?????? ??? ???????? ??? ?????? ??????? ?????? ???????? ????? ???? ??????? ?????? ???????? ????? ???????.","3ad8020e-ccf8-45ec-b7cb-be1a88909f3d","6/1/2007 12:00:00 AM"
"1418","???? ???????? ????? ??????? ??????? ?? ??????.","5d75f6df-84a3-4105-82ad-6956099ede4e","6/1/2007 12:00:00 AM"
"1419","???? ??? ?????? ??? ?????? ??????? ?????? ???????? ????? ???? ??????? ?????? 1 ???? ??? ???? ????? ????? ????? ????? ?????? ??????? ???? ????.","4156ea31-e604-4a27-822e-abcbd1ff9fc1","6/1/2007 12:00:00 AM"
"1420","???? ????? ???? ???? ????? ??????? ??? ????? ???? ??? ???? ??????? ?????? ???????.","54418e7a-e5ac-41de-81a6-e28b6cb67bd1","6/1/2007 12:00:00 AM"
"1421","????? ????? ????? ????? ??????? ??? ????? ???? ??? ??? ???? ???????.","95da7f09-7151-4d57-82ee-f40f8c933620","6/1/2007 12:00:00 AM"
"1422","?????? ?? ??????? ???? ?? ????? ????? ?? ?????? ?????? ????? ??????.","e597377e-aa17-4cd1-859b-afbeae0ab09a","6/1/2007 12:00:00 AM"
"1423","??????? ??? ????? ???????? ?? ??????????.","bffe6cd3-0e25-45f3-b672-3eee8652d613","6/1/2007 12:00:00 AM"
"1424","?????? ????? ???????? ????? ?????.","4294dcb1-3535-452d-b520-fbf3de6f8f66","6/1/2007 12:00:00 AM"
"1425","??????? ?? ???? ???????? ???? ??? ???? ???????.","2eafee3c-3c38-4e58-a6da-0830782d9770","6/1/2007 12:00:00 AM"
"1426","????? ????? ???????? ??????? ???? ?????.","479a69c1-9c7b-4aa9-93b1-8752994d1693","6/1/2007 12:00:00 AM"
"1427","????? ????? ??????? ?????? ????? ?????? ?? ?????????? ???????.","c9f899e9-9cde-492a-bc15-6302920b5eee","6/1/2007 12:00:00 AM"
"1429","???? ????? ????? ?? ?????????? ?? ??? ????? ?? ????? ????? ?????.","b4de2648-4918-41d8-b9d9-33acb99edd58","6/1/2007 12:00:00 AM"
"1430","???? ???????? ????? ????? ??????? ?? ?????? ???????? ?????????.","24999fb6-c5da-44d9-a502-1370174157ad","6/1/2007 12:00:00 AM"
"1431","????? ??????? ???????.","86281b9d-67f9-435c-b3ea-dd802c58c4ef","3/11/2008 10:32:17 AM"
"1432","????? ?????? ?? ???? ?????? ??????? ?????? ????? ????? ???? ?????. ??? ???? ??????.","77219b6b-e520-47ed-af4b-d0c47e3edc6a","6/1/2007 12:00:00 AM"
"1433","???? ???? ????? ?? ??? ????.","bac5d6f9-8c13-4ddd-9b85-ad65f9820fd5","6/1/2007 12:00:00 AM"
"1434","????? ?????? ???? ???????.","6d07300b-d507-45bb-8f6a-933afba626a3","6/1/2007 12:00:00 AM"
"1435","???? ???? ???? ????? ????? ?? ???? ??????. ???.","9214daa3-8ffa-41fd-be9a-864f6ca09644","6/1/2007 12:00:00 AM"
"1436","???? ???????? ???? ???? ?????? ?? ???? ?????.","6f87b586-6df2-4965-9c6a-028ad1c9bd43","6/1/2007 12:00:00 AM"
"1437","????? ???? ?????? ????? ??? ??????? ?????? ?????.","d163740c-4557-447a-b61d-132141f225ea","6/1/2007 12:00:00 AM"
"1438","???? ????? ?? ?????? ?????? ???? ?? ?????? ????? ???????.","79264ac2-ec3d-4970-bad1-b0f104db7b85","6/1/2007 12:00:00 AM"
"1439","??? ?? ????? ???? ????????? ???? ???? ????? ????? ????? ?????.","ea287572-a2e0-435d-91ea-040c12fadaaf","6/1/2007 12:00:00 AM"
"1440","??? ?? ?????? ???? ???? ???????.","6d23b4db-e6c8-4aba-b680-8df6bc38f753","6/1/2007 12:00:00 AM"
"1441","??? ?? ?????? ????? ???? ???? ?????.","2e0a6c41-8b8d-40ba-99ec-38bbc253dd12","6/1/2007 12:00:00 AM"
"1442","????? ??????? ?????? ???? ???? ???? ???????? ???????? ?????? ?????? ????? ???? ????? ???? ????? ????? ??? ?????.","d924186f-a193-4920-9ee0-1bc04057a3b6","6/1/2007 12:00:00 AM"
"1443","???? ???? ????? ?? ???????? ??????.","32fdca7f-17dd-40b8-8984-6d6ebae9759d","6/1/2007 12:00:00 AM"
"1444","????? ???? ???? ????? ?????? ?????? ?????? ?? ???? ????? ??????.","73fa0b57-98e4-4973-9e9c-07db8bd744d7","6/1/2007 12:00:00 AM"
"1445","???? ???? ???????.","e6d520b2-eef8-4fbb-88a7-909015003889","6/1/2007 12:00:00 AM"
"1446","?????? ????? ?????.","62787892-747e-4b08-a65c-d9e3a75d79bc","6/1/2007 12:00:00 AM"
"1447","?????? ??????? ????? ???? ???????.","8b88d67d-1080-42ab-b1c7-96b9320c8643","6/1/2007 12:00:00 AM"
"1448","?????? ?????? ???????.","13aa2cb8-1055-4827-8457-e5ddda2c25e8","6/1/2007 12:00:00 AM"
"1449","???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.","bfd11904-8b44-4a8d-b336-c5455521c575","6/1/2007 12:00:00 AM"
"1450","????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.","1a852dbd-c6bf-4f8f-a228-9e7aa8d77bd1","6/1/2007 12:00:00 AM"
"1451","??? ?? ????? ???? ??????? ?????????? ????? ????? ??????? ????? ?? ???? ??????? ????????? ??? ????? ???????? ??????? ?????? ????. ????? ??????? ???????? ???? ????? ?????? ???????.","f5026880-a5e7-48de-92b0-757a4bd25cc7","6/1/2007 12:00:00 AM"
"1452","???? ???? ?????????? ???? ??????? ???? ????? ??? ????? ???? ???????? ????? ?????? ?????? ?? ????? ??????. ???? ??????? ????????? ???? ????? ??????.","64e648f4-b70a-4524-8638-298d1f244c54","6/1/2007 12:00:00 AM"
"1453","??? ?? ????? ??? ???? HL ??????? ?? ?????????? ?????? ?? ?? ???? ????? ??????? ??? ?? ??????? ?????? ???? ?????? ??????? ???????. ?????? ???????.","2b43d966-9911-48f4-aa23-066cda0e9045","6/1/2007 12:00:00 AM"
"1454","????? ??? ??? ????? ??????? ???? ??? ?????? ?????? 3 ??????? AAA.","3e28d8ba-63e5-4361-b711-cebf32e01c31","6/1/2007 12:00:00 AM"
"1455","???? ???? ?? ?????????? ??? ?? ????? ?? ?????? ?????? ??????? ?? ??????? ??? ????? ?? ??????? ??? ???????? ???????.","0af7dd9b-750f-4d5a-a42e-f6e74d2cecb5","6/1/2007 12:00:00 AM"
"1456","????? ???? ???? ???? AWC ?????? 840 ?????? ?? ??????? ??? ????? ??????.","6e7e96f7-b699-473a-b6b2-230515b08fae","6/1/2007 12:00:00 AM"
"1457","???? 4 ?????? ???? ???? ?? ???? ???????? ?????? ???? ????? ?????? 2 ????.","3d25117b-8f68-41f4-a9aa-3fed22dbf67a","6/1/2007 12:00:00 AM"
"1458","????? ????? ?????? ????? ???? ???????? ??????? ??????? ?? ??????.","bf816e3c-698c-43d5-9c6f-3aba14ed4967","6/1/2007 12:00:00 AM"
"1459","?????? ?? ?????? ??????? ???????? ??? ?????? ??????? ????? ?????? ??????.","ed3f2c3a-2414-46b6-b3eb-4f8d9e388cf8","6/1/2007 12:00:00 AM"
"1460","????? ?????? ?????? ??????. ????? ??? ?????. ?????? ?? ??????????. ????? ??? ?? ?????? ???????.","4cf0633f-fe6b-4509-8c59-5c67f2ef8987","6/1/2007 12:00:00 AM"
"1461","????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.","0cabebc9-eb28-4b98-af7c-b0603a94bf81","6/1/2007 12:00:00 AM"
"1462","?????? ????? ????? ?????? ????? ????? ???? ?????? ????? ??????. ????? ????? ????? ?????? ???? ????? ???????.","be0cfb0f-1d67-475f-8b39-7c9693fe305e","6/1/2007 12:00:00 AM"
"1463","???? ?? ?? ???? ?????? ????? ????? ?????? ????? ??? ????? ????? ??? ???? ????? ???? ??????.","98c3335b-2be0-4a0e-8aa3-a98173952f31","6/1/2007 12:00:00 AM"
"1464","???? ?? ???? ?? ??????? ?????? ????? ????? ?????? ????? ???? ????? ??????. ?????? ????? ?????? ???? AWC.","fead2b93-e1cb-4399-ac1c-013dc46278e3","6/1/2007 12:00:00 AM"
"1465","????? ????? ?????? ?????? ?????????? ????? ??? ????? ?????? ???? ????? ?? ??????? ?????? ?? ???? ??????? ?????? ?????? ???? ???????? ?????? ??????.","b6258cad-5391-4b05-9f82-eb9d1d6f6833","6/1/2007 12:00:00 AM"
"1466","???? 8 ??? ??? ?????? ?????? ????? ????? ?????? ???? ?????.","ee3565ca-4cec-4347-8581-d4f297af4712","6/1/2007 12:00:00 AM"
"1467","??? ????? ?????? ??????? ?????? ????? ??? ?????.","53c4834c-b061-4439-b408-09e77e846423","6/1/2007 12:00:00 AM"
"1468","????? ???? ????? ??? ?????? ?????? ?? ???? ??????? ???? ???? ??? ??????? ???????.","3452cde5-de87-4992-b75e-f5bd1982c0af","6/1/2007 12:00:00 AM"
"1469","???? ????? ????? ????? ??????? ????? ????? ?????? ???????. ????? ????? ????? ??????? ???????.","bdfe5f80-0ed7-49dd-a8d5-57bdce0559fb","6/1/2007 12:00:00 AM"
"1470","????? ????? ????? ??????? ???? ?????? ?????.","97ef5031-0179-4044-8484-0dcbb19e7469","6/1/2007 12:00:00 AM"
"1471","????? ????? ??? ???? ?????? ??????.","83553b75-2186-44e2-a874-f49728555f64","6/1/2007 12:00:00 AM"
"1472","???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.","1773f7fa-f293-4508-bf97-0e091e79f7e9","6/1/2007 12:00:00 AM"
"1473","????? ?????? ?????. ??? ??? ??????? ????? ?? ???? ???????.","28053b84-47a1-4a8f-9790-bf67fb5ae114","6/1/2007 12:00:00 AM"
"1474","????? ?????? ????? ?????? ?????? ??? ????? ??? ?????.","159eebf8-5063-4fe8-bf95-f60fa5c18f40","6/1/2007 12:00:00 AM"
"1475","???? ???? ?? ?????????? ????? ??????? ?????? ????? ??????? ??? ??????? ??????.","67ac9ac9-8e81-49ac-9e32-34546e4c5daf","6/1/2007 12:00:00 AM"
"1476","??? ?????? ?? ???? ????? ???????? ?????? ???? ???? ????? ??????.","0738120b-2f39-4117-959e-bb284590eaab","6/1/2007 12:00:00 AM"
"1477","???? ???? ???? ??????? ?????? ????? ??????? ????? ?? ???????????? ???? ???? AWC.","4598362f-8278-4255-bc18-7bee20e8e9c8","6/1/2007 12:00:00 AM"
"1478","?????? ???? ???? ????? ???????? ?????? ????? ????? ??? ?? ????? ???? ?????? ???????? ????????.","8fb978a2-bec4-4cd1-adf8-35874c17dd40","6/1/2007 12:00:00 AM"
"1479","???? ??? ????? ?????? ??????? ???????????? ??? 1.960 ???????? ????? ????? ????? ??????? ???????? ????? ????? ?? ???? ???.","b169e989-6feb-4f85-9d79-d01711eed4da","6/1/2007 12:00:00 AM"
"1480","????? ???????? ??????? ???????? ?? ?????????? ??????? ??????? ?? ??? ??????? ?? ?????? ??????? ?????????? ??? ?????? ?? ????? ?????.","e8c4c5c4-ba77-4e12-acd1-f89aecbcbe58","6/1/2007 12:00:00 AM"
"1481","?????? ????? ???? ????? ??????? ?????? ?????? ???????? ??? ???? ???? ??????. ????? ???? ??? ????.","adbd7b7f-31d0-45db-ada8-8368114e6f18","6/1/2007 12:00:00 AM"
"1482","????? ????? ???????? ??????? ???????? ????? ?????? ????????.","5c86da67-12ac-45ca-8fa8-b19a43c30918","6/1/2007 12:00:00 AM"
"1484","Acier chrom?.","7f3423f0-9ef6-460e-a08a-925aefabd39a","6/1/2007 12:00:00 AM"
"1485","Cuvettes en alliage d'aluminium?; axe de grand diam?tre.","dbf35181-8cd5-4641-bab5-6bdfa8441112","6/1/2007 12:00:00 AM"
"1486","Cuvettes en alliage d'aluminium et axe creux.","3d57ba93-2856-4ff7-8b17-8dbed99109ab","6/1/2007 12:00:00 AM"
"1487","Adapt? ? tous les usages, sur route ou tout-terrain. Pour toutes les bourses. Changement de braquet en douceur et conduite confortable.","5c1dab3a-4b31-4d9d-a14f-3cb61949b79b","6/1/2007 12:00:00 AM"
"1488","Ce v?lo offre un excellent rapport qualit?-prix. Vif et facile ? man?uvrer, il se conduit en toute tranquillit? sur les chemins et les sentiers.","79065ec8-2080-4120-a4ea-bfa7ea1f1f9d","6/1/2007 12:00:00 AM"
"1489","Pour les v?ritables passionn?s du VTT. Un v?lo extr?mement robuste qui vous permettra d'aller partout, m?me sur les terrains difficiles, pour un budget raisonnable.","93463372-82ef-4ec4-ba0f-da371a6fbef6","6/1/2007 12:00:00 AM"
"1490","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","2b6fa2a7-4815-47b6-a6bc-d6aec23b85cc","3/11/2008 10:32:17 AM"
"1491","VTT de comp?tition haut de gamme. Plusieurs options d'am?lioration des performances?: cadre HL, suspension avant particuli?rement souple et traction adapt?e ? tous les terrains.","3d73a955-289a-47c1-bf47-596eb0cbbaa1","6/1/2007 12:00:00 AM"
"1492","Adapt? ? tous les terrains. Pour toutes les bourses.","2198e171-cf84-44e2-8b73-342a45e18366","6/1/2007 12:00:00 AM"
"1493","V?lo d'adulte d'entr?e de gamme?; permet une conduite confortable en ville ou sur les chemins de campagne. Moyeux et rayons ? blocage rapide.","7943455f-3fbe-44c0-9ac2-7ee642d3944b","6/1/2007 12:00:00 AM"
"1494","V?lo tr?s s?duisant comportant de nombreuses caract?ristiques des mod?les haut de gamme. B?n?ficie du cadre l?ger et rigide, mais aussi de la ligne performante qui ont fait notre r?putation.","485b21fe-a5b5-4df2-a2f8-3de106f08ef1","6/1/2007 12:00:00 AM"
"1495","?quip? de la m?me technologie que tous nos v?los de route, avec un cadre femmes. Id?al pour la promenade ou la course sur route.","8b97634a-52f9-4a5c-93ea-6b6b15d1f5dd","6/1/2007 12:00:00 AM"
"1496","?quip? de la m?me technologie que tous nos v?los de route. Id?al pour la promenade ou la course sur route.","33060e1f-c997-4d6a-ade7-c68fb620d5ce","6/1/2007 12:00:00 AM"
"1497","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","3e4964dc-a697-481f-9374-e6f67e89808d","6/1/2007 12:00:00 AM"
"1498","VTT, course ou promenade entre amis sur un v?lo a?rodynamique et l?ger. B?n?ficie d'un syst?me de selle perfectionn? qui offre un confort optimal.","f484e5c5-bfd4-4220-8b2a-677f2f49b3ee","6/1/2007 12:00:00 AM"
"1499","Tout terrain, course ou promenade entre amis sur un v?lo a?rodynamique et l?ger (cadre femmes). B?n?ficie d'un syst?me de selle perfectionn? qui offre un confort optimal.","559c08ef-739c-4979-88e0-8165f9f6ba77","6/1/2007 12:00:00 AM"
"1500","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","de8dfd6b-a04f-4865-99a1-a2a88ce92993","6/1/2007 12:00:00 AM"
"1501","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","710c56b1-c463-48ff-87f1-15d2ea58b029","6/1/2007 12:00:00 AM"
"1502","V?lo de qualit? pour tous usages, dot? d'un bon niveau de confort et de s?curit?. Pr?sente des pneus plus larges et plus stables pour les sorties en ville ou les randonn?es du week-end.","e5288050-bc5b-45cc-8849-c7d4af2fe2b6","6/1/2007 12:00:00 AM"
"1503","La selle rembourr?e offre un confort optimal. Le porte-bagages nouvellement remani? offre diverses possibilit?s d'ajout de paniers ou de sacoches. Ce v?lo reste parfaitement stable une fois charg?.","28b132c3-108c-412d-9918-a8c9297dfb73","6/1/2007 12:00:00 AM"
"1504","Voyagez confortablement et avec ?l?gance. Confort et s?curit? maximum. Large ?ventail de vitesses pour gravir toutes les c?tes. Sa fabrication en alliage d'aluminium haute technologie est synonyme de robustesse, sans ajout de poids.","e3bac4a6-220c-4e5e-8261-51e08906c0e8","6/1/2007 12:00:00 AM"
"1505","Syst?me de changement de vitesse tr?s performant.","426fe762-42c4-4843-9c02-b6fa45ecc29c","6/1/2007 12:00:00 AM"
"1506","Axe tr?s rigide.","73983734-e8f7-4681-9d7f-9abad24bb609","6/1/2007 12:00:00 AM"
"1507","Manivelle haute r?sistance.","1075b851-8aef-46c8-9a97-d45e1b23398c","6/1/2007 12:00:00 AM"
"1508","P?dalier triple plateaux?; manivelle en aluminium?; changement de braquet impeccable.","7d23fb50-63d3-4f41-adab-ebab93846bf7","6/1/2007 12:00:00 AM"
"1509","Patins de freinage pour tous les temps?; freinage renforc? par l'application d'une plus grande surface sur la jante.","5ed8186a-6049-42b1-b1b0-3b1f899c538b","6/1/2007 12:00:00 AM"
"1510","Conception liaison large.","64723c0c-09d5-497d-83a3-4561818a8f1c","6/1/2007 12:00:00 AM"
"1511","Conception robuste permettant d'absorber les chocs et d'offrir une conduite plus pr?cise.","4e0f2242-6ee6-4757-8ecf-0b9e0c23304d","6/1/2007 12:00:00 AM"
"1512","Fourche composite pour route avec tube de direction en aluminium.","04902a2e-7819-4ebe-bc8a-8a115df1356e","6/1/2007 12:00:00 AM"
"1513","Fourche pour route en carbone hautes performances avec bras incurv?s.","2f6eaf45-d217-4e62-9676-a3b22ad07dde","6/1/2007 12:00:00 AM"
"1514","Utilise la m?me technologie de cadre que celle adopt?e sur le cadre en aluminium ML.","f5d3b83b-8a70-4a64-84ab-8afe20d5791d","6/1/2007 12:00:00 AM"
"1515","Le cadre ML est un cadre en aluminium trait? ? chaud fabriqu? avec le m?me niveau de d?tail et de qualit? que notre cadre HL. Il offre des performances exceptionnelles. Version hommes.","dba0a067-f4ff-450b-b33c-65e2eab7afbc","6/1/2007 12:00:00 AM"
"1516","Le cadre ML est un cadre en aluminium trait? ? chaud fabriqu? avec le m?me niveau de d?tail et de qualit? que notre cadre HL. Il offre des performances exceptionnelles. Version femmes.","ce88bac5-991c-49bb-a970-34aac6458a80","6/1/2007 12:00:00 AM"
"1517","Dot? du m?me alliage en aluminium que notre cadre HL haut de gamme, le ML poss?de un tube l?ger dont le diam?tre est pr?vu pour offrir une r?sistance optimale. Version femmes.","f3cd990a-b70d-43c8-a075-934a3e98b5aa","6/1/2007 12:00:00 AM"
"1518","Roue de secours tout-terrain pour v?t?tiste occasionnel.","5e0e8215-c919-4f17-8210-27ed63d6e605","6/1/2007 12:00:00 AM"
"1519","Roue de secours tout-terrain pour v?t?tiste amateur ? confirm?.","42177fd5-bd86-4c83-b4be-bd10b130996b","6/1/2007 12:00:00 AM"
"1520","Roue de secours tout-terrain hautes performances.","4fa87a89-980c-435b-b298-1eb3ac8ca0af","6/1/2007 12:00:00 AM"
"1521","Roue avant pour v?lo de route pour cycliste occasionnel.","920d04a9-a533-46af-94a4-0163a17b85b9","6/1/2007 12:00:00 AM"
"1522","Alliage robuste avec moyeu ? blocage rapide.","a8a38d46-dc4c-4880-9ec1-355aef8a3a0c","6/1/2007 12:00:00 AM"
"1523","Roue solide avec jante double paroi.","d14d63a9-9536-4da9-ad80-3d875c4dd099","6/1/2007 12:00:00 AM"
"1524","Jantes a?rodynamiques pour conduite en souplesse.","f95f3178-631c-40b3-b9ad-f58f85359321","6/1/2007 12:00:00 AM"
"1525","Barre d'appui tous usages pour conduite sur route ou tout-terrain.","b0225007-907d-49c0-a044-f6877fa61286","6/1/2007 12:00:00 AM"
"1526","Barres d'appui en alliage d'aluminium solide pour descente.","167fe5eb-6db1-4f5d-8c8a-a492c553fd8f","6/1/2007 12:00:00 AM"
"1527","Barre d'appui plate suffisamment solide pour le circuit professionnel.","1fa72bd6-06f7-4242-8ea0-b66348bd6daf","6/1/2007 12:00:00 AM"
"1528","Forme tr?s r?ussie destin?e ? faciliter l'acc?s aux leviers.","0ffcbc51-1ea6-4acf-81d0-237d5fbae4c6","6/1/2007 12:00:00 AM"
"1529","Barre d'appui avec tube en aluminium ergonomique pour r?pondre aux besoins de tous les cyclistes.","c1445984-76f7-4365-85aa-b7cc431325bc","6/1/2007 12:00:00 AM"
"1530","Con?u pour la comp?tition?; barre d'appui ergonomique haut de gamme en alliage d'aluminium.","a151bed2-3518-4839-a69d-634cfa3f3ec4","6/1/2007 12:00:00 AM"
"1531","Forme tr?s r?ussie destin?e ? diminuer la fatigue des cyclistes occasionnels.","ac22eb66-7d6e-4f5b-85f0-a607756daf7a","6/1/2007 12:00:00 AM"
"1532","Barre d'appui en aluminium l?g?re et solide pour les longues randonn?es.","a4c66909-153e-4aef-9cbb-5b3aafc794d5","6/1/2007 12:00:00 AM"
"1533","Jeu de direction de qualit? sans filetage ? un prix abordable.","1b6fe878-c2e0-44c3-9bf6-90736d4d68b5","6/1/2007 12:00:00 AM"
"1534","Bo?tier de protection herm?tique.","9c798199-0146-4d9f-b75b-97fd0624baf4","6/1/2007 12:00:00 AM"
"1535","Jeu de direction sans filetage 2,54?cm de grande qualit? avec un dispositif de lubrification rapide.","4f6fb6ce-7338-4a2f-b799-373fb4f7fbc7","6/1/2007 12:00:00 AM"
"1536","Plate-forme allong?e permettant de rouler avec tous types de chaussures?; id?al pour la randonn?e.","6102390f-0b9a-4650-adbf-afeb44831be1","6/1/2007 12:00:00 AM"
"1537","P?dales automatiques l?g?res et robustes avec tension r?glable.","6a60e7f6-a5cd-4e7b-8612-9340e46bf66d","6/1/2007 12:00:00 AM"
"1538","Acier inoxydable?; facile ? nettoyer.","f4384fc0-86f4-4b6a-a479-ed9efd957738","6/1/2007 12:00:00 AM"
"1539","P?dales automatiques?- aluminium.","581cc0dc-284c-4370-a2d3-25f2d5382d8c","6/1/2007 12:00:00 AM"
"1540","Fabrication en alliage d'aluminium l?ger.","c5458df7-44a0-47f8-8053-d252c5c6e564","6/1/2007 12:00:00 AM"
"1541","P?dales automatiques haut de gamme avec tension r?glable.","f77e9dd5-5a88-4120-98e2-41155aa5a8c1","6/1/2007 12:00:00 AM"
"1542","P?dale stable pour longs trajets.","1f6c0555-91b7-4a33-82d7-6daacf545a29","6/1/2007 12:00:00 AM"
"1543","Bouchon de remplissage?; ?triers en aluminium poli.","dc507876-5900-4220-92ee-77773315e0de","6/1/2007 12:00:00 AM"
"1544","D?railleur en aluminium 10?vitesses avec supports de galet herm?tiques.","171ad0cb-9f23-41ff-9f04-1bec6e5da6da","6/1/2007 12:00:00 AM"
"1545","Roue de secours tout-terrain arri?re pour v?t?tiste occasionnel.","aa4ba87f-c08b-4d69-a997-2db2b740bbcc","6/1/2007 12:00:00 AM"
"1546","Roue de secours tout-terrain arri?re pour v?t?tiste amateur ? confirm?.","d7071f06-ed08-4d96-a86a-90eae504502c","6/1/2007 12:00:00 AM"
"1547","Jantes tr?s robustes, solidit? garantie.","9d49efcd-731d-4a68-9883-fb359c0eb2a0","6/1/2007 12:00:00 AM"
"1548","Roue de secours arri?re pour cycliste occasionnel.","e0e52bb3-6965-48f5-a141-df4db5959f58","6/1/2007 12:00:00 AM"
"1549","Jante en alliage d'aluminium avec rayons en acier inoxydable?; pour une vitesse optimale.","0a428d3d-bca8-4384-bf1f-dfaaf509859f","6/1/2007 12:00:00 AM"
"1550","Roue arri?re solide avec jante doubl?e.","8203a0c3-046a-49e9-b979-e99276947c8e","6/1/2007 12:00:00 AM"
"1551","Excellentes jantes a?rodynamiques pour une conduite en souplesse.","9ac2b75a-acca-41b9-b0cf-7c1fb38ac950","6/1/2007 12:00:00 AM"
"1552","Cuir synth?tique. Confort am?lior? gr?ce au couvre-selle en gel.","e70bf1c2-3d22-49eb-beb7-4f9f4e558172","6/1/2007 12:00:00 AM"
"1553","Con?u pour absorber les chocs.","9bb61cb4-03a5-44da-a7f9-a6aba7292f6d","3/11/2008 10:32:17 AM"
"1554","Conception ergonomique pour randonn?e longue distance confortable. Cuir de qualit?.","089a3b78-2cf0-4837-8d14-d658829f545c","6/1/2007 12:00:00 AM"
"1555","Selle l?g?re avec renfort en mousse.","79586e6b-8256-412e-a5e3-dcd7d7287258","6/1/2007 12:00:00 AM"
"1556","Amortisseurs en caoutchouc pour absorber les bosses.","f22ef7e4-b054-4b80-8577-a5073c0040f7","6/1/2007 12:00:00 AM"
